Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel,Background
"{'x': 1280.73, 'y': 277.231, 'c': 0.871777}","{'x': 1374.98, 'y': 362.518, 'c': 0.882619}","{'x': 1301.42, 'y': 362.477, 'c': 0.749606}","{'x': 1260.33, 'y': 477.36, 'c': 0.689456}","{'x': 1201.37, 'y': 433.159, 'c': 0.583026}","{'x': 1448.57, 'y': 362.517, 'c': 0.780751}","{'x': 1374.97, 'y': 506.626, 'c': 0.872654}","{'x': 1316.16, 'y': 365.357, 'c': 0.796481}","{'x': 1327.92, 'y': 662.749, 'c': 0.608041}","{'x': 1274.93, 'y': 651.005, 'c': 0.580577}","{'x': 1263.12, 'y': 877.568, 'c': 0.764818}","{'x': 1286.67, 'y': 1074.88, 'c': 0.330732}","{'x': 1380.84, 'y': 668.629, 'c': 0.581585}","{'x': 1401.44, 'y': 904.162, 'c': 0.720419}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1277.89, 'y': 262.409, 'c': 0.479395}","{'x': 1298.48, 'y': 256.531, 'c': 0.843969}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1357.41, 'y': 259.489, 'c': 0.810718}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1292.56, 'y': 1074.9, 'c': 0.135714}",
"{'x': 1274.94, 'y': 280.156, 'c': 0.823407}","{'x': 1374.92, 'y': 362.539, 'c': 0.871305}","{'x': 1304.33, 'y': 362.529, 'c': 0.747501}","{'x': 1283.68, 'y': 489.142, 'c': 0.646498}","{'x': 1227.86, 'y': 436.135, 'c': 0.737207}","{'x': 1445.57, 'y': 362.496, 'c': 0.78384}","{'x': 1372.02, 'y': 503.715, 'c': 0.852219}","{'x': 1307.46, 'y': 365.444, 'c': 0.837046}","{'x': 1327.9, 'y': 668.55, 'c': 0.597367}","{'x': 1274.94, 'y': 656.884, 'c': 0.551958}","{'x': 1260.35, 'y': 880.523, 'c': 0.78236}","{'x': 1283.86, 'y': 1074.87, 'c': 0.449563}","{'x': 1378.04, 'y': 671.55, 'c': 0.56648}","{'x': 1401.41, 'y': 907.079, 'c': 0.718369}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1274.89, 'y': 262.385, 'c': 0.234729}","{'x': 1286.77, 'y': 259.524, 'c': 0.828791}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1357.33, 'y': 259.548, 'c': 0.822827}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.67, 'y': 1074.89, 'c': 0.0975082}","{'x': 1286.71, 'y': 1074.92, 'c': 0.0825934}","{'x': 1292.58, 'y': 1074.89, 'c': 0.206321}",
"{'x': 1266.13, 'y': 280.079, 'c': 0.814667}","{'x': 1372.07, 'y': 362.395, 'c': 0.837643}","{'x': 1304.44, 'y': 362.371, 'c': 0.75009}","{'x': 1283.89, 'y': 491.985, 'c': 0.682667}","{'x': 1236.77, 'y': 435.992, 'c': 0.80775}","{'x': 1439.75, 'y': 362.363, 'c': 0.738468}","{'x': 1357.37, 'y': 500.851, 'c': 0.841803}","{'x': 1307.23, 'y': 365.562, 'c': 0.860039}","{'x': 1328.01, 'y': 659.76, 'c': 0.589399}","{'x': 1280.71, 'y': 650.958, 'c': 0.578395}","{'x': 1260.35, 'y': 880.463, 'c': 0.769615}","{'x': 1286.66, 'y': 1074.87, 'c': 0.399761}","{'x': 1380.87, 'y': 665.664, 'c': 0.56061}","{'x': 1398.58, 'y': 903.982, 'c': 0.733277}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1263.27, 'y': 262.399, 'c': 0.266311}","{'x': 1283.75, 'y': 253.673, 'c': 0.878872}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1351.47, 'y': 256.607, 'c': 0.838806}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1295.55, 'y': 1074.89, 'c': 0.0894157}","{'x': 1289.68, 'y': 1074.92, 'c': 0.0722559}","{'x': 1292.65, 'y': 1074.9, 'c': 0.182368}",
"{'x': 1257.15, 'y': 277.177, 'c': 0.841019}","{'x': 1354.51, 'y': 356.572, 'c': 0.801663}","{'x': 1301.38, 'y': 356.622, 'c': 0.683224}","{'x': 1310.26, 'y': 486.192, 'c': 0.390769}","{'x': 1260.26, 'y': 436.042, 'c': 0.733653}","{'x': 1422.11, 'y': 350.75, 'c': 0.758085}","{'x': 1330.88, 'y': 483.211, 'c': 0.843908}","{'x': 1283.64, 'y': 362.409, 'c': 0.837444}","{'x': 1336.7, 'y': 653.944, 'c': 0.567964}","{'x': 1286.65, 'y': 650.953, 'c': 0.573306}","{'x': 1269, 'y': 877.561, 'c': 0.659802}","{'x': 1283.89, 'y': 1074.88, 'c': 0.291935}","{'x': 1389.68, 'y': 662.706, 'c': 0.545709}","{'x': 1398.57, 'y': 901.11, 'c': 0.752122}","{'x': 1466.24, 'y': 1074.9, 'c': 0.054501}","{'x': 1254.38, 'y': 256.595, 'c': 0.168175}","{'x': 1266.11, 'y': 256.529, 'c': 0.820957}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1330.76, 'y': 256.573, 'c': 0.834308}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.7, 'y': 1074.9, 'c': 0.111977}",
"{'x': 1254.24, 'y': 277.166, 'c': 0.814777}","{'x': 1354.29, 'y': 356.604, 'c': 0.82279}","{'x': 1289.65, 'y': 356.614, 'c': 0.624828}","{'x': 1283.86, 'y': 471.443, 'c': 0.177469}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1422.08, 'y': 353.692, 'c': 0.744889}","{'x': 1328.02, 'y': 483.202, 'c': 0.872599}","{'x': 1280.9, 'y': 362.447, 'c': 0.82813}","{'x': 1333.87, 'y': 659.808, 'c': 0.563594}","{'x': 1283.86, 'y': 653.88, 'c': 0.570288}","{'x': 1266.09, 'y': 877.51, 'c': 0.682291}","{'x': 1286.73, 'y': 1074.88, 'c': 0.285573}","{'x': 1386.8, 'y': 665.67, 'c': 0.533875}","{'x': 1398.48, 'y': 901.171, 'c': 0.754391}","{'x': 1466.21, 'y': 1074.9, 'c': 0.0679325}","{'x': 1254.28, 'y': 259.486, 'c': 0.144442}","{'x': 1263.14, 'y': 256.543, 'c': 0.839909}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1328.04, 'y': 256.609, 'c': 0.864812}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1295.51, 'y': 1074.9, 'c': 0.113401}",
"{'x': 1254.25, 'y': 277.238, 'c': 0.825085}","{'x': 1354.33, 'y': 359.516, 'c': 0.842288}","{'x': 1295.51, 'y': 359.62, 'c': 0.670562}","{'x': 1301.39, 'y': 483.26, 'c': 0.425981}","{'x': 1257.31, 'y': 427.239, 'c': 0.492781}","{'x': 1422.01, 'y': 353.643, 'c': 0.736139}","{'x': 1327.97, 'y': 483.222, 'c': 0.872455}","{'x': 1280.83, 'y': 362.445, 'c': 0.854482}","{'x': 1333.81, 'y': 668.569, 'c': 0.576499}","{'x': 1283.8, 'y': 662.697, 'c': 0.566748}","{'x': 1266.11, 'y': 880.553, 'c': 0.705578}","{'x': 1286.77, 'y': 1074.88, 'c': 0.226999}","{'x': 1386.78, 'y': 671.545, 'c': 0.530343}","{'x': 1398.59, 'y': 904.031, 'c': 0.770469}","{'x': 1466.21, 'y': 1074.9, 'c': 0.070709}","{'x': 1254.26, 'y': 259.503, 'c': 0.199792}","{'x': 1263.16, 'y': 259.474, 'c': 0.837753}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1327.89, 'y': 256.602, 'c': 0.856287}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1295.57, 'y': 1074.91, 'c': 0.0816505}",
"{'x': 1254.29, 'y': 280.13, 'c': 0.828494}","{'x': 1351.54, 'y': 362.4, 'c': 0.854869}","{'x': 1289.68, 'y': 362.556, 'c': 0.650689}","{'x': 1283.87, 'y': 492.066, 'c': 0.387679}","{'x': 1257.18, 'y': 427.25, 'c': 0.410245}","{'x': 1422.01, 'y': 353.728, 'c': 0.734037}","{'x': 1330.74, 'y': 483.244, 'c': 0.874344}","{'x': 1280.78, 'y': 362.491, 'c': 0.847222}","{'x': 1333.83, 'y': 671.517, 'c': 0.564515}","{'x': 1283.74, 'y': 665.685, 'c': 0.578584}","{'x': 1263.23, 'y': 880.632, 'c': 0.72729}","{'x': 1289.65, 'y': 1074.88, 'c': 0.245117}","{'x': 1389.75, 'y': 674.505, 'c': 0.516319}","{'x': 1401.51, 'y': 907.083, 'c': 0.772309}","{'x': 1466.17, 'y': 1074.9, 'c': 0.0643038}","{'x': 1254.28, 'y': 259.522, 'c': 0.173417}","{'x': 1263.18, 'y': 259.471, 'c': 0.840779}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1327.92, 'y': 256.602, 'c': 0.860515}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1298.48, 'y': 1074.91, 'c': 0.0924054}",
"{'x': 1254.37, 'y': 280.095, 'c': 0.841772}","{'x': 1354.41, 'y': 359.626, 'c': 0.837749}","{'x': 1301.31, 'y': 362.472, 'c': 0.725492}","{'x': 1277.85, 'y': 500.822, 'c': 0.596029}","{'x': 1239.66, 'y': 430.239, 'c': 0.693199}","{'x': 1422.07, 'y': 353.707, 'c': 0.747636}","{'x': 1333.75, 'y': 483.219, 'c': 0.857326}","{'x': 1283.85, 'y': 362.519, 'c': 0.84655}","{'x': 1330.99, 'y': 668.56, 'c': 0.586279}","{'x': 1283.65, 'y': 662.747, 'c': 0.581744}","{'x': 1274.88, 'y': 880.551, 'c': 0.734104}","{'x': 1286.71, 'y': 1074.88, 'c': 0.267261}","{'x': 1386.78, 'y': 668.649, 'c': 0.543365}","{'x': 1401.65, 'y': 906.951, 'c': 0.752007}","{'x': 1469.04, 'y': 1074.9, 'c': 0.0814414}","{'x': 1254.38, 'y': 262.401, 'c': 0.154909}","{'x': 1263.18, 'y': 259.482, 'c': 0.846099}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1327.8, 'y': 256.531, 'c': 0.82989}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.72, 'y': 1074.9, 'c': 0.102311}",
"{'x': 1257.32, 'y': 277.139, 'c': 0.881767}","{'x': 1357.37, 'y': 359.626, 'c': 0.824627}","{'x': 1298.41, 'y': 359.622, 'c': 0.738188}","{'x': 1248.47, 'y': 483.231, 'c': 0.747598}","{'x': 1216.07, 'y': 427.195, 'c': 0.768898}","{'x': 1425.11, 'y': 356.682, 'c': 0.747973}","{'x': 1342.63, 'y': 486.223, 'c': 0.775811}","{'x': 1283.9, 'y': 359.52, 'c': 0.820011}","{'x': 1330.92, 'y': 671.543, 'c': 0.57526}","{'x': 1280.83, 'y': 665.678, 'c': 0.566703}","{'x': 1274.87, 'y': 880.518, 'c': 0.737121}","{'x': 1286.66, 'y': 1074.88, 'c': 0.274668}","{'x': 1386.79, 'y': 674.529, 'c': 0.517267}","{'x': 1404.4, 'y': 907.006, 'c': 0.744678}","{'x': 1469.02, 'y': 1074.9, 'c': 0.0765747}","{'x': 1257.3, 'y': 262.371, 'c': 0.238055}","{'x': 1274.87, 'y': 256.62, 'c': 0.818536}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1327.96, 'y': 259.529, 'c': 0.83682}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.65, 'y': 1074.9, 'c': 0.106626}",
"{'x': 1260.17, 'y': 280.067, 'c': 0.892945}","{'x': 1357.37, 'y': 362.406, 'c': 0.845221}","{'x': 1289.62, 'y': 362.411, 'c': 0.735022}","{'x': 1216.09, 'y': 450.76, 'c': 0.756698}","{'x': 1189.45, 'y': 406.692, 'c': 0.809051}","{'x': 1427.98, 'y': 359.578, 'c': 0.756688}","{'x': 1351.52, 'y': 492.077, 'c': 0.815083}","{'x': 1298.48, 'y': 362.377, 'c': 0.801457}","{'x': 1330.91, 'y': 668.657, 'c': 0.594068}","{'x': 1280.86, 'y': 665.639, 'c': 0.580784}","{'x': 1269.08, 'y': 880.507, 'c': 0.751259}","{'x': 1286.68, 'y': 1074.88, 'c': 0.291717}","{'x': 1386.74, 'y': 671.61, 'c': 0.524525}","{'x': 1401.59, 'y': 903.991, 'c': 0.752434}","{'x': 1469.04, 'y': 1074.9, 'c': 0.0727484}","{'x': 1260.11, 'y': 265.356, 'c': 0.183776}","{'x': 1277.83, 'y': 259.556, 'c': 0.860433}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1330.79, 'y': 259.457, 'c': 0.858722}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.68, 'y': 1074.9, 'c': 0.116905}",
"{'x': 1260.19, 'y': 277.185, 'c': 0.881742}","{'x': 1360.23, 'y': 359.617, 'c': 0.825498}","{'x': 1286.68, 'y': 359.548, 'c': 0.726732}","{'x': 1195.42, 'y': 409.608, 'c': 0.718181}","{'x': 1154.2, 'y': 386.124, 'c': 0.455417}","{'x': 1430.9, 'y': 362.384, 'c': 0.750573}","{'x': 1354.52, 'y': 503.637, 'c': 0.84516}","{'x': 1307.32, 'y': 365.583, 'c': 0.815922}","{'x': 1330.93, 'y': 668.598, 'c': 0.612277}","{'x': 1280.91, 'y': 662.717, 'c': 0.595601}","{'x': 1271.97, 'y': 880.528, 'c': 0.754699}","{'x': 1283.87, 'y': 1074.88, 'c': 0.292368}","{'x': 1386.75, 'y': 671.572, 'c': 0.54503}","{'x': 1401.53, 'y': 904.005, 'c': 0.76766}","{'x': 1469.02, 'y': 1074.9, 'c': 0.0705255}","{'x': 1260.15, 'y': 265.286, 'c': 0.254508}","{'x': 1280.65, 'y': 259.476, 'c': 0.866277}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1333.89, 'y': 256.57, 'c': 0.827034}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1286.77, 'y': 1074.9, 'c': 0.115157}",
"{'x': 1263.13, 'y': 288.828, 'c': 0.845502}","{'x': 1354.41, 'y': 362.414, 'c': 0.878133}","{'x': 1277.79, 'y': 362.368, 'c': 0.716574}","{'x': 1151.31, 'y': 365.545, 'c': 0.828516}","{'x': 1071.93, 'y': 324.325, 'c': 0.721616}","{'x': 1430.96, 'y': 362.488, 'c': 0.75116}","{'x': 1360.25, 'y': 503.809, 'c': 0.845718}","{'x': 1310.25, 'y': 371.417, 'c': 0.786577}","{'x': 1330.99, 'y': 668.651, 'c': 0.582587}","{'x': 1280.9, 'y': 665.618, 'c': 0.585692}","{'x': 1274.88, 'y': 883.368, 'c': 0.718874}","{'x': 1283.89, 'y': 1074.88, 'c': 0.274252}","{'x': 1389.72, 'y': 671.622, 'c': 0.529407}","{'x': 1401.4, 'y': 901.08, 'c': 0.761987}","{'x': 1466.27, 'y': 1074.9, 'c': 0.0685533}","{'x': 1260.23, 'y': 268.283, 'c': 0.294877}","{'x': 1280.87, 'y': 265.388, 'c': 0.908754}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1339.67, 'y': 259.534, 'c': 0.801885}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1286.81, 'y': 1074.91, 'c': 0.102937}",
"{'x': 1263.22, 'y': 288.93, 'c': 0.849792}","{'x': 1360.24, 'y': 359.541, 'c': 0.817255}","{'x': 1280.84, 'y': 342.047, 'c': 0.736302}","{'x': 1145.47, 'y': 339.078, 'c': 0.83249}","{'x': 1027.75, 'y': 315.329, 'c': 0.718736}","{'x': 1436.85, 'y': 365.472, 'c': 0.754009}","{'x': 1366.11, 'y': 503.869, 'c': 0.841555}","{'x': 1307.39, 'y': 365.427, 'c': 0.830468}","{'x': 1333.78, 'y': 668.655, 'c': 0.584441}","{'x': 1280.93, 'y': 665.609, 'c': 0.587408}","{'x': 1272, 'y': 880.552, 'c': 0.704551}","{'x': 1286.72, 'y': 1074.88, 'c': 0.252342}","{'x': 1392.61, 'y': 674.487, 'c': 0.531505}","{'x': 1401.36, 'y': 901.04, 'c': 0.762474}","{'x': 1466.22, 'y': 1074.9, 'c': 0.0764171}","{'x': 1263.11, 'y': 268.304, 'c': 0.255618}","{'x': 1283.68, 'y': 268.157, 'c': 0.917594}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1345.6, 'y': 262.454, 'c': 0.81548}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1292.56, 'y': 1074.91, 'c': 0.0936769}",
"{'x': 1266.17, 'y': 288.899, 'c': 0.83644}","{'x': 1363.21, 'y': 362.36, 'c': 0.823011}","{'x': 1280.9, 'y': 342.066, 'c': 0.745069}","{'x': 1145.52, 'y': 341.831, 'c': 0.844093}","{'x': 1024.69, 'y': 309.496, 'c': 0.800665}","{'x': 1442.66, 'y': 368.391, 'c': 0.74671}","{'x': 1371.98, 'y': 506.814, 'c': 0.829209}","{'x': 1310.21, 'y': 365.535, 'c': 0.800592}","{'x': 1333.78, 'y': 671.525, 'c': 0.588053}","{'x': 1280.88, 'y': 665.677, 'c': 0.587749}","{'x': 1274.85, 'y': 883.391, 'c': 0.703464}","{'x': 1286.69, 'y': 1074.88, 'c': 0.223442}","{'x': 1392.68, 'y': 674.521, 'c': 0.546791}","{'x': 1401.46, 'y': 901.13, 'c': 0.754629}","{'x': 1466.23, 'y': 1074.9, 'c': 0.0708917}","{'x': 1266.16, 'y': 268.222, 'c': 0.174693}","{'x': 1283.77, 'y': 268.177, 'c': 0.908895}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1348.49, 'y': 262.466, 'c': 0.834165}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.71, 'y': 1074.9, 'c': 0.0790928}",
"{'x': 1272.02, 'y': 288.834, 'c': 0.833987}","{'x': 1371.96, 'y': 362.569, 'c': 0.873662}","{'x': 1283.86, 'y': 347.831, 'c': 0.714186}","{'x': 1145.5, 'y': 362.58, 'c': 0.813224}","{'x': 1045.34, 'y': 318.323, 'c': 0.783101}","{'x': 1445.69, 'y': 371.391, 'c': 0.74886}","{'x': 1374.98, 'y': 509.671, 'c': 0.873347}","{'x': 1316.18, 'y': 380.21, 'c': 0.783466}","{'x': 1331, 'y': 677.45, 'c': 0.583935}","{'x': 1280.85, 'y': 671.505, 'c': 0.583256}","{'x': 1274.87, 'y': 883.465, 'c': 0.710303}","{'x': 1286.65, 'y': 1074.88, 'c': 0.279717}","{'x': 1392.67, 'y': 686.255, 'c': 0.556069}","{'x': 1404.38, 'y': 904.071, 'c': 0.755777}","{'x': 1469.05, 'y': 1074.9, 'c': 0.0815795}","{'x': 1274.89, 'y': 265.39, 'c': 0.133827}","{'x': 1283.85, 'y': 268.165, 'c': 0.888774}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1348.54, 'y': 256.582, 'c': 0.805333}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.67, 'y': 1074.9, 'c': 0.107162}",
"{'x': 1272.02, 'y': 285.941, 'c': 0.825373}","{'x': 1369.14, 'y': 365.355, 'c': 0.868267}","{'x': 1283.78, 'y': 359.481, 'c': 0.735766}","{'x': 1160.05, 'y': 386.054, 'c': 0.862306}","{'x': 1071.81, 'y': 339.053, 'c': 0.830335}","{'x': 1445.73, 'y': 371.375, 'c': 0.749768}","{'x': 1377.97, 'y': 512.673, 'c': 0.852401}","{'x': 1321.95, 'y': 383.118, 'c': 0.786255}","{'x': 1330.98, 'y': 677.472, 'c': 0.584022}","{'x': 1280.84, 'y': 671.534, 'c': 0.584764}","{'x': 1271.98, 'y': 880.624, 'c': 0.706627}","{'x': 1283.88, 'y': 1074.88, 'c': 0.272271}","{'x': 1392.63, 'y': 686.289, 'c': 0.555893}","{'x': 1404.45, 'y': 904.161, 'c': 0.732712}","{'x': 1469.08, 'y': 1074.9, 'c': 0.0590311}","{'x': 1274.87, 'y': 262.468, 'c': 0.210183}","{'x': 1286.66, 'y': 262.484, 'c': 0.85614}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1354.37, 'y': 259.551, 'c': 0.81633}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.67, 'y': 1074.9, 'c': 0.104609}",
"{'x': 1274.88, 'y': 283.082, 'c': 0.824138}","{'x': 1371.97, 'y': 365.331, 'c': 0.871108}","{'x': 1286.69, 'y': 362.377, 'c': 0.758114}","{'x': 1177.83, 'y': 412.549, 'c': 0.861178}","{'x': 1098.29, 'y': 365.456, 'c': 0.830933}","{'x': 1445.74, 'y': 368.411, 'c': 0.768879}","{'x': 1380.93, 'y': 518.482, 'c': 0.812615}","{'x': 1325.01, 'y': 388.951, 'c': 0.83873}","{'x': 1330.96, 'y': 671.569, 'c': 0.597587}","{'x': 1280.82, 'y': 665.65, 'c': 0.570974}","{'x': 1269.04, 'y': 880.416, 'c': 0.714742}","{'x': 1283.85, 'y': 1074.88, 'c': 0.288396}","{'x': 1389.73, 'y': 677.443, 'c': 0.552531}","{'x': 1401.59, 'y': 901.134, 'c': 0.723582}","{'x': 1469.03, 'y': 1074.9, 'c': 0.0673203}","{'x': 1274.94, 'y': 259.516, 'c': 0.177482}","{'x': 1286.7, 'y': 262.414, 'c': 0.850193}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1354.44, 'y': 259.529, 'c': 0.84097}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1286.82, 'y': 1074.9, 'c': 0.113063}",
"{'x': 1274.89, 'y': 283.071, 'c': 0.828576}","{'x': 1371.96, 'y': 362.619, 'c': 0.867987}","{'x': 1286.79, 'y': 362.366, 'c': 0.761868}","{'x': 1189.56, 'y': 436.184, 'c': 0.878791}","{'x': 1133.63, 'y': 394.889, 'c': 0.780238}","{'x': 1445.69, 'y': 365.585, 'c': 0.778717}","{'x': 1386.75, 'y': 512.618, 'c': 0.80011}","{'x': 1324.89, 'y': 386.115, 'c': 0.82707}","{'x': 1330.92, 'y': 665.679, 'c': 0.612869}","{'x': 1280.83, 'y': 656.818, 'c': 0.588805}","{'x': 1269.04, 'y': 880.412, 'c': 0.688712}","{'x': 1283.83, 'y': 1074.88, 'c': 0.289575}","{'x': 1386.81, 'y': 668.682, 'c': 0.567553}","{'x': 1401.45, 'y': 901.055, 'c': 0.73261}","{'x': 1469.06, 'y': 1074.9, 'c': 0.0502047}","{'x': 1274.88, 'y': 262.371, 'c': 0.18882}","{'x': 1286.67, 'y': 262.412, 'c': 0.854565}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1354.41, 'y': 262.384, 'c': 0.840323}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1286.81, 'y': 1074.9, 'c': 0.113662}",
"{'x': 1263.21, 'y': 280.121, 'c': 0.841819}","{'x': 1369.09, 'y': 362.649, 'c': 0.850945}","{'x': 1286.79, 'y': 362.572, 'c': 0.768234}","{'x': 1216.17, 'y': 459.624, 'c': 0.828434}","{'x': 1160.18, 'y': 418.479, 'c': 0.727116}","{'x': 1445.51, 'y': 365.408, 'c': 0.793694}","{'x': 1383.8, 'y': 509.696, 'c': 0.835334}","{'x': 1321.99, 'y': 386, 'c': 0.796345}","{'x': 1330.8, 'y': 668.681, 'c': 0.620734}","{'x': 1280.69, 'y': 665.61, 'c': 0.577791}","{'x': 1271.97, 'y': 880.438, 'c': 0.6987}","{'x': 1283.83, 'y': 1074.88, 'c': 0.27948}","{'x': 1383.83, 'y': 674.495, 'c': 0.564201}","{'x': 1401.41, 'y': 903.943, 'c': 0.761127}","{'x': 1469.05, 'y': 1074.9, 'c': 0.0554525}","{'x': 1263.11, 'y': 265.346, 'c': 0.330601}","{'x': 1283.71, 'y': 262.397, 'c': 0.875158}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1351.45, 'y': 265.291, 'c': 0.85701}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1286.77, 'y': 1074.9, 'c': 0.108397}",
