Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel,Background
"{'x': 1257.27, 'y': 288.968, 'c': 0.905843}","{'x': 1351.41, 'y': 371.308, 'c': 0.86293}","{'x': 1277.87, 'y': 383.16, 'c': 0.751483}","{'x': 1257.38, 'y': 515.557, 'c': 0.709779}","{'x': 1204.28, 'y': 453.801, 'c': 0.684526}","{'x': 1422.14, 'y': 365.351, 'c': 0.830798}","{'x': 1345.61, 'y': 480.366, 'c': 0.839335}","{'x': 1283.69, 'y': 362.431, 'c': 0.856628}","{'x': 1307.44, 'y': 668.626, 'c': 0.590918}","{'x': 1257.26, 'y': 662.733, 'c': 0.569008}","{'x': 1239.63, 'y': 880.547, 'c': 0.74822}","{'x': 1283.84, 'y': 1074.87, 'c': 0.465905}","{'x': 1369.12, 'y': 671.58, 'c': 0.560476}","{'x': 1392.68, 'y': 904.098, 'c': 0.743806}","{'x': 1463.3, 'y': 1074.9, 'c': 0.0800886}","{'x': 1257.22, 'y': 268.472, 'c': 0.270558}","{'x': 1271.93, 'y': 268.268, 'c': 0.856854}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1330.81, 'y': 268.374, 'c': 0.917634}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1295.49, 'y': 1074.89, 'c': 0.22304}",
"{'x': 1257.16, 'y': 291.772, 'c': 0.898105}","{'x': 1351.31, 'y': 368.403, 'c': 0.860045}","{'x': 1280.73, 'y': 380.147, 'c': 0.731024}","{'x': 1260.23, 'y': 515.583, 'c': 0.711875}","{'x': 1210.16, 'y': 453.673, 'c': 0.752842}","{'x': 1419.16, 'y': 362.629, 'c': 0.813129}","{'x': 1339.66, 'y': 480.264, 'c': 0.833707}","{'x': 1280.77, 'y': 362.39, 'c': 0.851748}","{'x': 1313.15, 'y': 665.623, 'c': 0.564341}","{'x': 1260.17, 'y': 656.865, 'c': 0.557534}","{'x': 1239.57, 'y': 877.549, 'c': 0.707139}","{'x': 1283.8, 'y': 1074.86, 'c': 0.481787}","{'x': 1372.02, 'y': 668.549, 'c': 0.568664}","{'x': 1386.75, 'y': 898.196, 'c': 0.695043}","{'x': 1460.39, 'y': 1074.9, 'c': 0.0935795}","{'x': 1254.31, 'y': 271.316, 'c': 0.217545}","{'x': 1263.25, 'y': 268.408, 'c': 0.892317}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1327.9, 'y': 268.423, 'c': 0.91143}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1292.62, 'y': 1074.88, 'c': 0.113816}","{'x': 1286.75, 'y': 1074.91, 'c': 0.0930969}","{'x': 1292.6, 'y': 1074.89, 'c': 0.230873}",
"{'x': 1254.3, 'y': 291.912, 'c': 0.90066}","{'x': 1351.41, 'y': 368.462, 'c': 0.8582}","{'x': 1283.81, 'y': 383.134, 'c': 0.72123}","{'x': 1260.26, 'y': 521.436, 'c': 0.713439}","{'x': 1213.2, 'y': 456.633, 'c': 0.790306}","{'x': 1416.25, 'y': 362.566, 'c': 0.794487}","{'x': 1333.82, 'y': 480.181, 'c': 0.855573}","{'x': 1280.67, 'y': 362.405, 'c': 0.859208}","{'x': 1310.22, 'y': 665.635, 'c': 0.580387}","{'x': 1260.15, 'y': 656.862, 'c': 0.566241}","{'x': 1236.79, 'y': 877.541, 'c': 0.678011}","{'x': 1283.83, 'y': 1074.86, 'c': 0.452663}","{'x': 1366.16, 'y': 668.589, 'c': 0.556548}","{'x': 1389.69, 'y': 901.146, 'c': 0.702678}","{'x': 1460.36, 'y': 1074.9, 'c': 0.0750708}","{'x': 1251.37, 'y': 271.434, 'c': 0.209881}","{'x': 1263.1, 'y': 271.155, 'c': 0.899589}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1327.82, 'y': 268.378, 'c': 0.893639}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1295.5, 'y': 1074.89, 'c': 0.215418}",
"{'x': 1251.39, 'y': 291.862, 'c': 0.843495}","{'x': 1328.03, 'y': 383.07, 'c': 0.881293}","{'x': 1254.29, 'y': 389.088, 'c': 0.76251}","{'x': 1236.64, 'y': 515.599, 'c': 0.744213}","{'x': 1213.17, 'y': 436.019, 'c': 0.637973}","{'x': 1419.06, 'y': 365.352, 'c': 0.778886}","{'x': 1348.56, 'y': 474.382, 'c': 0.825625}","{'x': 1283.71, 'y': 347.877, 'c': 0.822559}","{'x': 1307.4, 'y': 671.528, 'c': 0.587179}","{'x': 1254.37, 'y': 665.697, 'c': 0.558768}","{'x': 1236.62, 'y': 883.475, 'c': 0.790489}","{'x': 1283.79, 'y': 1074.87, 'c': 0.491031}","{'x': 1372, 'y': 674.472, 'c': 0.554688}","{'x': 1398.53, 'y': 906.938, 'c': 0.752232}","{'x': 1463.33, 'y': 1074.9, 'c': 0.0785839}","{'x': 1251.3, 'y': 271.325, 'c': 0.580917}","{'x': 1266.1, 'y': 271.21, 'c': 0.889241}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1330.89, 'y': 274.2, 'c': 0.877929}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.63, 'y': 1074.9, 'c': 0.11265}","{'x': 1283.84, 'y': 1074.92, 'c': 0.0929669}","{'x': 1292.64, 'y': 1074.89, 'c': 0.233864}",
"{'x': 1248.44, 'y': 294.704, 'c': 0.835958}","{'x': 1327.82, 'y': 385.92, 'c': 0.844664}","{'x': 1233.76, 'y': 406.722, 'c': 0.72036}","{'x': 1239.61, 'y': 527.327, 'c': 0.303505}","{'x': 1221.92, 'y': 436.131, 'c': 0.122167}","{'x': 1416.21, 'y': 362.602, 'c': 0.775663}","{'x': 1336.8, 'y': 471.378, 'c': 0.777413}","{'x': 1280.87, 'y': 347.842, 'c': 0.844586}","{'x': 1307.4, 'y': 671.566, 'c': 0.590489}","{'x': 1254.26, 'y': 668.644, 'c': 0.556867}","{'x': 1236.6, 'y': 883.438, 'c': 0.78749}","{'x': 1283.73, 'y': 1074.86, 'c': 0.539626}","{'x': 1372.02, 'y': 671.638, 'c': 0.569675}","{'x': 1398.48, 'y': 904.123, 'c': 0.748778}","{'x': 1466.12, 'y': 1074.9, 'c': 0.0711382}","{'x': 1245.52, 'y': 274.217, 'c': 0.406465}","{'x': 1263.12, 'y': 271.327, 'c': 0.900729}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1330.83, 'y': 274.196, 'c': 0.86639}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1283.81, 'y': 1074.91, 'c': 0.122502}","{'x': 1283.8, 'y': 1074.92, 'c': 0.103815}","{'x': 1292.55, 'y': 1074.89, 'c': 0.269951}",
"{'x': 1242.59, 'y': 294.807, 'c': 0.845589}","{'x': 1330.82, 'y': 383.068, 'c': 0.854035}","{'x': 1257.28, 'y': 394.947, 'c': 0.732306}","{'x': 1213.06, 'y': 574.36, 'c': 0.499147}","{'x': 1213.26, 'y': 433.261, 'c': 0.781205}","{'x': 1413.29, 'y': 362.547, 'c': 0.772703}","{'x': 1330.91, 'y': 468.43, 'c': 0.838033}","{'x': 1280.77, 'y': 350.719, 'c': 0.850325}","{'x': 1307.43, 'y': 671.634, 'c': 0.58054}","{'x': 1254.36, 'y': 671.524, 'c': 0.556226}","{'x': 1236.64, 'y': 883.488, 'c': 0.782359}","{'x': 1283.87, 'y': 1074.87, 'c': 0.386827}","{'x': 1372.01, 'y': 674.554, 'c': 0.561345}","{'x': 1398.43, 'y': 904.058, 'c': 0.740775}","{'x': 1463.29, 'y': 1074.9, 'c': 0.075903}","{'x': 1242.62, 'y': 274.268, 'c': 0.379962}","{'x': 1260.29, 'y': 271.432, 'c': 0.913867}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1327.91, 'y': 274.276, 'c': 0.876095}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1295.49, 'y': 1074.9, 'c': 0.173286}",
"{'x': 1245.52, 'y': 294.866, 'c': 0.848703}","{'x': 1336.74, 'y': 377.218, 'c': 0.765729}","{'x': 1277.79, 'y': 389.071, 'c': 0.643012}","{'x': 1245.51, 'y': 515.541, 'c': 0.640549}","{'x': 1221.97, 'y': 436.169, 'c': 0.775985}","{'x': 1407.39, 'y': 362.511, 'c': 0.781836}","{'x': 1327.84, 'y': 462.639, 'c': 0.851199}","{'x': 1277.79, 'y': 353.692, 'c': 0.788301}","{'x': 1307.44, 'y': 671.634, 'c': 0.584511}","{'x': 1257.16, 'y': 668.631, 'c': 0.56026}","{'x': 1236.64, 'y': 880.578, 'c': 0.772529}","{'x': 1283.84, 'y': 1074.87, 'c': 0.400682}","{'x': 1371.99, 'y': 677.458, 'c': 0.558738}","{'x': 1398.5, 'y': 906.984, 'c': 0.726276}","{'x': 1466.15, 'y': 1074.9, 'c': 0.060686}","{'x': 1245.45, 'y': 277.133, 'c': 0.356727}","{'x': 1260.28, 'y': 274.238, 'c': 0.901257}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1327.85, 'y': 274.187, 'c': 0.864576}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1295.49, 'y': 1074.9, 'c': 0.180994}",
"{'x': 1245.51, 'y': 297.717, 'c': 0.835811}","{'x': 1339.65, 'y': 377.19, 'c': 0.760571}","{'x': 1280.76, 'y': 389.107, 'c': 0.66607}","{'x': 1257.18, 'y': 512.668, 'c': 0.739263}","{'x': 1230.67, 'y': 436.228, 'c': 0.788673}","{'x': 1404.5, 'y': 362.45, 'c': 0.775195}","{'x': 1324.93, 'y': 462.715, 'c': 0.818811}","{'x': 1266.15, 'y': 353.669, 'c': 0.789877}","{'x': 1313.22, 'y': 671.524, 'c': 0.580496}","{'x': 1260.15, 'y': 668.559, 'c': 0.579169}","{'x': 1236.67, 'y': 880.569, 'c': 0.789284}","{'x': 1283.88, 'y': 1074.86, 'c': 0.497557}","{'x': 1374.88, 'y': 671.617, 'c': 0.575392}","{'x': 1395.64, 'y': 903.969, 'c': 0.714438}","{'x': 1466.15, 'y': 1074.9, 'c': 0.078915}","{'x': 1242.55, 'y': 280.101, 'c': 0.247785}","{'x': 1260.21, 'y': 277.129, 'c': 0.892267}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1324.96, 'y': 274.293, 'c': 0.84646}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1292.58, 'y': 1074.89, 'c': 0.117427}","{'x': 1286.72, 'y': 1074.92, 'c': 0.0950889}","{'x': 1295.52, 'y': 1074.89, 'c': 0.239511}",
"{'x': 1248.43, 'y': 294.976, 'c': 0.846253}","{'x': 1339.73, 'y': 371.311, 'c': 0.777475}","{'x': 1280.86, 'y': 386.142, 'c': 0.685309}","{'x': 1257.22, 'y': 509.734, 'c': 0.763111}","{'x': 1230.7, 'y': 433.192, 'c': 0.766867}","{'x': 1404.4, 'y': 359.612, 'c': 0.771673}","{'x': 1319.05, 'y': 462.683, 'c': 0.804352}","{'x': 1260.37, 'y': 347.821, 'c': 0.817603}","{'x': 1313.23, 'y': 662.763, 'c': 0.562837}","{'x': 1260.2, 'y': 656.826, 'c': 0.575585}","{'x': 1236.73, 'y': 880.548, 'c': 0.755988}","{'x': 1283.86, 'y': 1074.86, 'c': 0.537394}","{'x': 1372.1, 'y': 668.54, 'c': 0.568449}","{'x': 1395.57, 'y': 901.089, 'c': 0.705646}","{'x': 1466.22, 'y': 1074.9, 'c': 0.0677752}","{'x': 1245.46, 'y': 277.199, 'c': 0.1932}","{'x': 1260.21, 'y': 277.174, 'c': 0.892718}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1324.87, 'y': 274.24, 'c': 0.83808}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1292.58, 'y': 1074.89, 'c': 0.114051}","{'x': 1286.75, 'y': 1074.91, 'c': 0.0961725}","{'x': 1292.62, 'y': 1074.89, 'c': 0.271365}",
"{'x': 1245.45, 'y': 297.714, 'c': 0.851226}","{'x': 1339.73, 'y': 368.401, 'c': 0.785489}","{'x': 1283.66, 'y': 385.988, 'c': 0.687658}","{'x': 1257.3, 'y': 512.619, 'c': 0.771441}","{'x': 1230.75, 'y': 436.05, 'c': 0.794893}","{'x': 1404.39, 'y': 359.501, 'c': 0.746441}","{'x': 1319.04, 'y': 468.43, 'c': 0.78998}","{'x': 1263.19, 'y': 353.677, 'c': 0.804538}","{'x': 1313.17, 'y': 662.689, 'c': 0.571328}","{'x': 1260.21, 'y': 653.938, 'c': 0.582862}","{'x': 1236.76, 'y': 880.419, 'c': 0.745867}","{'x': 1283.83, 'y': 1074.85, 'c': 0.570747}","{'x': 1372.01, 'y': 665.64, 'c': 0.563599}","{'x': 1395.5, 'y': 901.046, 'c': 0.714767}","{'x': 1466.2, 'y': 1074.9, 'c': 0.0721556}","{'x': 1239.72, 'y': 280.13, 'c': 0.229187}","{'x': 1260.18, 'y': 277.192, 'c': 0.891775}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1324.89, 'y': 277.157, 'c': 0.826823}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.64, 'y': 1074.9, 'c': 0.115419}","{'x': 1286.74, 'y': 1074.92, 'c': 0.100858}","{'x': 1292.57, 'y': 1074.89, 'c': 0.303582}",
"{'x': 1242.6, 'y': 294.958, 'c': 0.85982}","{'x': 1339.72, 'y': 368.35, 'c': 0.790724}","{'x': 1283.73, 'y': 385.972, 'c': 0.695908}","{'x': 1254.35, 'y': 509.668, 'c': 0.762329}","{'x': 1227.89, 'y': 433.069, 'c': 0.753514}","{'x': 1401.52, 'y': 356.66, 'c': 0.746873}","{'x': 1319.02, 'y': 468.429, 'c': 0.794033}","{'x': 1263.11, 'y': 350.714, 'c': 0.810567}","{'x': 1313.24, 'y': 659.767, 'c': 0.547579}","{'x': 1260.27, 'y': 651.008, 'c': 0.570259}","{'x': 1236.79, 'y': 877.61, 'c': 0.709064}","{'x': 1283.87, 'y': 1074.86, 'c': 0.54455}","{'x': 1372.06, 'y': 665.614, 'c': 0.546566}","{'x': 1395.56, 'y': 901.056, 'c': 0.696806}","{'x': 1466.15, 'y': 1074.9, 'c': 0.0799374}","{'x': 1239.7, 'y': 277.241, 'c': 0.206105}","{'x': 1260.1, 'y': 277.161, 'c': 0.906373}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1321.96, 'y': 277.186, 'c': 0.812881}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1292.58, 'y': 1074.89, 'c': 0.11245}","{'x': 1289.66, 'y': 1074.91, 'c': 0.0972812}","{'x': 1292.6, 'y': 1074.89, 'c': 0.281}",
"{'x': 1245.45, 'y': 297.746, 'c': 0.84104}","{'x': 1336.8, 'y': 365.607, 'c': 0.809333}","{'x': 1280.79, 'y': 383.109, 'c': 0.706357}","{'x': 1257.32, 'y': 509.672, 'c': 0.747004}","{'x': 1227.84, 'y': 436.142, 'c': 0.741264}","{'x': 1401.54, 'y': 359.47, 'c': 0.754669}","{'x': 1324.91, 'y': 468.45, 'c': 0.807184}","{'x': 1266.07, 'y': 359.532, 'c': 0.815601}","{'x': 1313.19, 'y': 662.745, 'c': 0.560617}","{'x': 1260.22, 'y': 656.81, 'c': 0.574766}","{'x': 1236.82, 'y': 880.412, 'c': 0.721977}","{'x': 1283.87, 'y': 1074.86, 'c': 0.47951}","{'x': 1372.04, 'y': 665.702, 'c': 0.553311}","{'x': 1398.39, 'y': 904.026, 'c': 0.726454}","{'x': 1466.23, 'y': 1074.9, 'c': 0.057633}","{'x': 1239.66, 'y': 283.049, 'c': 0.223806}","{'x': 1260.12, 'y': 277.169, 'c': 0.899801}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1322.03, 'y': 274.328, 'c': 0.836205}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1295.51, 'y': 1074.89, 'c': 0.232551}",
"{'x': 1236.7, 'y': 291.945, 'c': 0.919478}","{'x': 1333.79, 'y': 365.387, 'c': 0.847892}","{'x': 1277.85, 'y': 383.076, 'c': 0.70025}","{'x': 1254.28, 'y': 512.64, 'c': 0.728229}","{'x': 1213.21, 'y': 436.086, 'c': 0.809607}","{'x': 1401.51, 'y': 344.87, 'c': 0.766839}","{'x': 1327.78, 'y': 459.774, 'c': 0.84671}","{'x': 1260.29, 'y': 356.598, 'c': 0.835172}","{'x': 1321.96, 'y': 662.694, 'c': 0.560544}","{'x': 1266.1, 'y': 656.84, 'c': 0.551111}","{'x': 1251.42, 'y': 857.008, 'c': 0.670727}","{'x': 1283.8, 'y': 1074.86, 'c': 0.413087}","{'x': 1374.9, 'y': 665.66, 'c': 0.55993}","{'x': 1398.64, 'y': 901.127, 'c': 0.737583}","{'x': 1466.24, 'y': 1074.9, 'c': 0.0817966}","{'x': 1236.57, 'y': 271.32, 'c': 0.390115}","{'x': 1257.17, 'y': 271.332, 'c': 0.936529}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1310.34, 'y': 271.286, 'c': 0.848021}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.65, 'y': 1074.89, 'c': 0.096886}","{'x': 1283.8, 'y': 1074.91, 'c': 0.079642}","{'x': 1292.6, 'y': 1074.89, 'c': 0.192319}",
"{'x': 1236.62, 'y': 291.939, 'c': 0.925345}","{'x': 1333.89, 'y': 365.451, 'c': 0.825095}","{'x': 1280.86, 'y': 383.11, 'c': 0.73367}","{'x': 1257.17, 'y': 515.607, 'c': 0.718876}","{'x': 1216.11, 'y': 436.037, 'c': 0.791807}","{'x': 1398.64, 'y': 347.762, 'c': 0.75645}","{'x': 1316.12, 'y': 459.702, 'c': 0.833304}","{'x': 1260.09, 'y': 353.663, 'c': 0.824879}","{'x': 1324.89, 'y': 656.814, 'c': 0.56}","{'x': 1272.03, 'y': 650.973, 'c': 0.543317}","{'x': 1251.4, 'y': 854.071, 'c': 0.641404}","{'x': 1283.79, 'y': 1074.86, 'c': 0.45994}","{'x': 1374.92, 'y': 662.701, 'c': 0.548425}","{'x': 1398.54, 'y': 898.208, 'c': 0.744784}","{'x': 1469.02, 'y': 1074.9, 'c': 0.0735823}","{'x': 1236.54, 'y': 271.324, 'c': 0.32186}","{'x': 1257.09, 'y': 271.364, 'c': 0.919277}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1310.32, 'y': 274.168, 'c': 0.859302}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1286.69, 'y': 1074.89, 'c': 0.107841}","{'x': 1280.81, 'y': 1074.91, 'c': 0.089558}","{'x': 1292.55, 'y': 1074.89, 'c': 0.225558}",
"{'x': 1236.59, 'y': 291.927, 'c': 0.925784}","{'x': 1333.82, 'y': 365.434, 'c': 0.83312}","{'x': 1280.74, 'y': 385.984, 'c': 0.731571}","{'x': 1254.24, 'y': 509.772, 'c': 0.690386}","{'x': 1216.05, 'y': 433.207, 'c': 0.792827}","{'x': 1398.65, 'y': 342.062, 'c': 0.784237}","{'x': 1310.35, 'y': 459.74, 'c': 0.850136}","{'x': 1257.34, 'y': 353.686, 'c': 0.797679}","{'x': 1327.83, 'y': 651.004, 'c': 0.581919}","{'x': 1277.84, 'y': 648.059, 'c': 0.562374}","{'x': 1257.2, 'y': 857.043, 'c': 0.614328}","{'x': 1283.77, 'y': 1074.86, 'c': 0.435057}","{'x': 1375.1, 'y': 656.858, 'c': 0.561877}","{'x': 1398.47, 'y': 895.252, 'c': 0.73109}","{'x': 1469.01, 'y': 1074.9, 'c': 0.0656085}","{'x': 1236.54, 'y': 271.341, 'c': 0.295382}","{'x': 1254.34, 'y': 271.396, 'c': 0.907344}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1310.3, 'y': 274.187, 'c': 0.869875}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1292.6, 'y': 1074.89, 'c': 0.0960446}","{'x': 1283.79, 'y': 1074.91, 'c': 0.0805105}","{'x': 1292.57, 'y': 1074.89, 'c': 0.205318}",
"{'x': 1236.59, 'y': 291.948, 'c': 0.925229}","{'x': 1333.8, 'y': 365.417, 'c': 0.835567}","{'x': 1280.73, 'y': 385.981, 'c': 0.718797}","{'x': 1257.23, 'y': 512.673, 'c': 0.720838}","{'x': 1213.24, 'y': 433.203, 'c': 0.805484}","{'x': 1398.61, 'y': 342.026, 'c': 0.795046}","{'x': 1307.33, 'y': 459.719, 'c': 0.869409}","{'x': 1257.38, 'y': 362.401, 'c': 0.79503}","{'x': 1327.79, 'y': 650.993, 'c': 0.570469}","{'x': 1277.84, 'y': 648.036, 'c': 0.549863}","{'x': 1257.23, 'y': 859.917, 'c': 0.641127}","{'x': 1283.81, 'y': 1074.86, 'c': 0.477239}","{'x': 1374.99, 'y': 656.855, 'c': 0.546553}","{'x': 1398.41, 'y': 898.175, 'c': 0.733862}","{'x': 1466.27, 'y': 1074.9, 'c': 0.0653837}","{'x': 1236.54, 'y': 271.384, 'c': 0.302334}","{'x': 1254.34, 'y': 271.394, 'c': 0.902763}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1310.22, 'y': 271.453, 'c': 0.866931}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.65, 'y': 1074.89, 'c': 0.104925}","{'x': 1283.75, 'y': 1074.92, 'c': 0.0892414}","{'x': 1292.56, 'y': 1074.89, 'c': 0.230103}",
"{'x': 1236.58, 'y': 291.965, 'c': 0.9312}","{'x': 1330.94, 'y': 365.508, 'c': 0.863131}","{'x': 1280.68, 'y': 386.115, 'c': 0.746347}","{'x': 1254.37, 'y': 509.737, 'c': 0.702153}","{'x': 1216.03, 'y': 433.149, 'c': 0.78395}","{'x': 1398.4, 'y': 344.832, 'c': 0.768713}","{'x': 1307.26, 'y': 462.607, 'c': 0.862061}","{'x': 1257.11, 'y': 362.439, 'c': 0.775739}","{'x': 1327.86, 'y': 648.028, 'c': 0.591259}","{'x': 1280.72, 'y': 645.078, 'c': 0.580299}","{'x': 1257.37, 'y': 857.038, 'c': 0.64302}","{'x': 1283.81, 'y': 1074.86, 'c': 0.481113}","{'x': 1375.01, 'y': 651.002, 'c': 0.551383}","{'x': 1392.69, 'y': 892.258, 'c': 0.703201}","{'x': 1466.24, 'y': 1074.9, 'c': 0.0871534}","{'x': 1236.57, 'y': 271.403, 'c': 0.313249}","{'x': 1254.33, 'y': 271.374, 'c': 0.911702}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1307.41, 'y': 271.434, 'c': 0.871968}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.66, 'y': 1074.89, 'c': 0.104855}","{'x': 1283.79, 'y': 1074.92, 'c': 0.0897593}","{'x': 1292.55, 'y': 1074.89, 'c': 0.231814}",
"{'x': 1236.59, 'y': 294.761, 'c': 0.933133}","{'x': 1330.96, 'y': 365.455, 'c': 0.859765}","{'x': 1280.74, 'y': 385.995, 'c': 0.764394}","{'x': 1257.2, 'y': 512.593, 'c': 0.733852}","{'x': 1213.19, 'y': 433.165, 'c': 0.811678}","{'x': 1398.41, 'y': 344.818, 'c': 0.770005}","{'x': 1307.39, 'y': 468.426, 'c': 0.824966}","{'x': 1254.22, 'y': 365.407, 'c': 0.827869}","{'x': 1325.01, 'y': 647.971, 'c': 0.586068}","{'x': 1277.9, 'y': 645.032, 'c': 0.581931}","{'x': 1257.33, 'y': 856.978, 'c': 0.655005}","{'x': 1283.82, 'y': 1074.86, 'c': 0.485298}","{'x': 1374.91, 'y': 650.965, 'c': 0.54093}","{'x': 1392.65, 'y': 895.268, 'c': 0.71339}","{'x': 1466.23, 'y': 1074.9, 'c': 0.081777}","{'x': 1236.58, 'y': 274.172, 'c': 0.288227}","{'x': 1254.29, 'y': 274.181, 'c': 0.897676}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1307.38, 'y': 274.203, 'c': 0.880682}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.66, 'y': 1074.9, 'c': 0.103411}","{'x': 1283.79, 'y': 1074.92, 'c': 0.0880527}","{'x': 1292.6, 'y': 1074.89, 'c': 0.234171}",
"{'x': 1236.59, 'y': 294.803, 'c': 0.934875}","{'x': 1330.99, 'y': 365.393, 'c': 0.865121}","{'x': 1280.8, 'y': 383.148, 'c': 0.769555}","{'x': 1257.25, 'y': 509.721, 'c': 0.735535}","{'x': 1213.14, 'y': 430.203, 'c': 0.792014}","{'x': 1398.44, 'y': 344.824, 'c': 0.768811}","{'x': 1310.31, 'y': 474.302, 'c': 0.809508}","{'x': 1251.4, 'y': 365.543, 'c': 0.836619}","{'x': 1327.83, 'y': 648.008, 'c': 0.596559}","{'x': 1280.73, 'y': 645.083, 'c': 0.589884}","{'x': 1257.32, 'y': 857.038, 'c': 0.678708}","{'x': 1283.84, 'y': 1074.86, 'c': 0.497057}","{'x': 1374.96, 'y': 650.986, 'c': 0.557407}","{'x': 1389.7, 'y': 895.219, 'c': 0.7175}","{'x': 1466.19, 'y': 1074.9, 'c': 0.0871827}","{'x': 1236.57, 'y': 274.256, 'c': 0.29217}","{'x': 1254.3, 'y': 274.207, 'c': 0.89678}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1307.4, 'y': 274.238, 'c': 0.878051}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.64, 'y': 1074.89, 'c': 0.108896}","{'x': 1283.8, 'y': 1074.91, 'c': 0.0926594}","{'x': 1292.56, 'y': 1074.89, 'c': 0.242889}",
